concept,vec_type,layer,coeff_first,coeff_second,logit_first,logit_second,logit_diff,expected_stronger,is_correct,region_first_tokens,region_second_tokens
Trumpets,avg,23,8.0,16.0,13.3125,14.5625,-1.25,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,23,16.0,8.0,13.25,14.75,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,26,2.0,4.0,13.3125,14.75,-1.4375,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,26,4.0,2.0,13.3125,14.75,-1.4375,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,26,3.0,7.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,26,7.0,3.0,13.3125,14.75,-1.4375,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,26,4.0,8.0,13.375,14.75,-1.375,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,26,8.0,4.0,13.375,14.75,-1.375,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,26,5.0,10.0,13.375,14.75,-1.375,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,26,10.0,5.0,13.375,14.75,-1.375,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,26,6.0,12.0,13.4375,14.75,-1.3125,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,26,12.0,6.0,13.4375,14.6875,-1.25,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,26,4.0,16.0,13.4375,14.6875,-1.25,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,26,16.0,4.0,13.4375,14.6875,-1.25,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,26,2.0,14.0,13.375,14.75,-1.375,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,26,14.0,2.0,13.375,14.6875,-1.3125,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,26,1.0,9.0,13.3125,14.75,-1.4375,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,26,9.0,1.0,13.375,14.6875,-1.3125,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,26,8.0,16.0,13.4375,14.6875,-1.25,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,26,16.0,8.0,13.4375,14.6875,-1.25,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,26,2.0,4.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,26,4.0,2.0,13.375,14.875,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,26,3.0,7.0,13.375,14.875,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,26,7.0,3.0,13.375,14.875,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,26,4.0,8.0,13.375,14.875,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,26,8.0,4.0,13.375,14.875,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,26,5.0,10.0,13.375,14.875,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,26,10.0,5.0,13.375,14.875,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,26,6.0,12.0,13.375,14.875,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,26,12.0,6.0,13.4375,14.9375,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,26,4.0,16.0,13.375,14.875,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,26,16.0,4.0,13.4375,14.9375,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,26,2.0,14.0,13.3125,14.875,-1.5625,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,26,14.0,2.0,13.4375,14.9375,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,26,1.0,9.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,26,9.0,1.0,13.375,14.875,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,26,8.0,16.0,13.4375,14.875,-1.4375,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,26,16.0,8.0,13.4375,14.9375,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,29,2.0,4.0,13.25,14.8125,-1.5625,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,29,4.0,2.0,13.25,14.75,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,29,3.0,7.0,13.25,14.8125,-1.5625,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,29,7.0,3.0,13.25,14.75,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,29,4.0,8.0,13.25,14.75,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,29,8.0,4.0,13.25,14.75,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,29,5.0,10.0,13.25,14.75,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,29,10.0,5.0,13.25,14.8125,-1.5625,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,29,6.0,12.0,13.25,14.75,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,29,12.0,6.0,13.25,14.8125,-1.5625,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,29,4.0,16.0,13.3125,14.75,-1.4375,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,29,16.0,4.0,13.25,14.8125,-1.5625,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,29,2.0,14.0,13.25,14.75,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,29,14.0,2.0,13.25,14.8125,-1.5625,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,29,1.0,9.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,29,9.0,1.0,13.25,14.8125,-1.5625,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,29,8.0,16.0,13.25,14.75,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,29,16.0,8.0,13.25,14.75,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,29,2.0,4.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,29,4.0,2.0,13.3125,14.75,-1.4375,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,29,3.0,7.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,29,7.0,3.0,13.3125,14.75,-1.4375,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,29,4.0,8.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,29,8.0,4.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,29,5.0,10.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,29,10.0,5.0,13.3125,14.75,-1.4375,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,29,6.0,12.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,29,12.0,6.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,29,4.0,16.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,29,16.0,4.0,13.3125,14.75,-1.4375,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,29,2.0,14.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,29,14.0,2.0,13.3125,14.75,-1.4375,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,29,1.0,9.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,29,9.0,1.0,13.3125,14.75,-1.4375,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,29,8.0,16.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,29,16.0,8.0,13.3125,14.75,-1.4375,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,31,2.0,4.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,31,4.0,2.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,31,3.0,7.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,31,7.0,3.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,31,4.0,8.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,31,8.0,4.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,31,5.0,10.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,31,10.0,5.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,31,6.0,12.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,31,12.0,6.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,31,4.0,16.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,31,16.0,4.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,31,2.0,14.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,31,14.0,2.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,31,1.0,9.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,31,9.0,1.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,last,31,8.0,16.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,last,31,16.0,8.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,31,2.0,4.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,31,4.0,2.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,31,3.0,7.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,31,7.0,3.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,31,4.0,8.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,31,8.0,4.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,31,5.0,10.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,31,10.0,5.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,31,6.0,12.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,31,12.0,6.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,31,4.0,16.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,31,16.0,4.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,31,2.0,14.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,31,14.0,2.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,31,1.0,9.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,31,9.0,1.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Trumpets,avg,31,8.0,16.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Trumpets,avg,31,16.0,8.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,5,2.0,4.0,12.5625,13.5,-0.9375,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,5,4.0,2.0,14.3125,15.6875,-1.375,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,5,3.0,7.0,14.9375,13.4375,1.5,SECOND,False,"(62, 75)","(75, 88)"
appreciation,last,5,7.0,3.0,15.0625,16.5,-1.4375,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,5,4.0,8.0,14.9375,13.8125,1.125,SECOND,False,"(62, 75)","(75, 88)"
appreciation,last,5,8.0,4.0,14.875,16.625,-1.75,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,5,5.0,10.0,15.1875,14.875,0.3125,SECOND,False,"(62, 75)","(75, 88)"
appreciation,last,5,10.0,5.0,15.1875,16.5,-1.3125,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,5,6.0,12.0,16.125,16.0,0.125,SECOND,False,"(62, 75)","(75, 88)"
appreciation,last,5,12.0,6.0,14.9375,15.9375,-1.0,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,5,4.0,16.0,17.75,16.375,1.375,SECOND,False,"(62, 75)","(75, 88)"
appreciation,last,5,16.0,4.0,15.125,16.25,-1.125,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,5,2.0,14.0,18.0,16.375,1.625,SECOND,False,"(62, 75)","(75, 88)"
appreciation,last,5,14.0,2.0,15.375,17.0,-1.625,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,5,1.0,9.0,14.875,14.5,0.375,SECOND,False,"(62, 75)","(75, 88)"
appreciation,last,5,9.0,1.0,15.25,17.0,-1.75,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,5,8.0,16.0,16.0,16.375,-0.375,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,5,16.0,8.0,15.3125,16.5,-1.1875,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,5,2.0,4.0,13.625,13.5625,0.0625,SECOND,False,"(62, 75)","(75, 88)"
appreciation,avg,5,4.0,2.0,14.75,15.0625,-0.3125,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,5,3.0,7.0,15.875,15.0625,0.8125,SECOND,False,"(62, 75)","(75, 88)"
appreciation,avg,5,7.0,3.0,15.25,16.125,-0.875,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,5,4.0,8.0,16.5,16.25,0.25,SECOND,False,"(62, 75)","(75, 88)"
appreciation,avg,5,8.0,4.0,15.0625,16.25,-1.1875,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,5,5.0,10.0,17.25,17.125,0.125,SECOND,False,"(62, 75)","(75, 88)"
appreciation,avg,5,10.0,5.0,15.5625,16.375,-0.8125,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,5,6.0,12.0,17.125,17.0,0.125,SECOND,False,"(62, 75)","(75, 88)"
appreciation,avg,5,12.0,6.0,15.6875,16.5,-0.8125,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,5,4.0,16.0,17.0,16.25,0.75,SECOND,False,"(62, 75)","(75, 88)"
appreciation,avg,5,16.0,4.0,15.25,15.9375,-0.6875,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,5,2.0,14.0,16.125,14.6875,1.4375,SECOND,False,"(62, 75)","(75, 88)"
appreciation,avg,5,14.0,2.0,15.5625,15.625,-0.0625,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,5,1.0,9.0,16.25,14.8125,1.4375,SECOND,False,"(62, 75)","(75, 88)"
appreciation,avg,5,9.0,1.0,15.9375,17.0,-1.0625,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,5,8.0,16.0,16.0,16.25,-0.25,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,5,16.0,8.0,15.3125,16.25,-0.9375,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,8,2.0,4.0,13.125,13.625,-0.5,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,8,4.0,2.0,13.0,14.25,-1.25,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,8,3.0,7.0,11.6875,11.375,0.3125,SECOND,False,"(62, 75)","(75, 88)"
appreciation,last,8,7.0,3.0,11.375,12.875,-1.5,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,8,4.0,8.0,11.375,11.375,0.0,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,8,8.0,4.0,10.5,11.3125,-0.8125,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,8,5.0,10.0,11.875,12.5,-0.625,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,8,10.0,5.0,10.0625,10.25,-0.1875,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,8,6.0,12.0,12.8125,13.75,-0.9375,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,8,12.0,6.0,11.375,11.5625,-0.1875,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,8,4.0,16.0,13.8125,14.25,-0.4375,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,8,16.0,4.0,13.125,13.9375,-0.8125,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,8,2.0,14.0,13.3125,13.5625,-0.25,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,8,14.0,2.0,12.8125,13.8125,-1.0,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,8,1.0,9.0,12.125,12.25,-0.125,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,8,9.0,1.0,11.3125,12.4375,-1.125,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,8,8.0,16.0,13.3125,13.875,-0.5625,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,8,16.0,8.0,12.75,13.0625,-0.3125,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,8,2.0,4.0,14.25,15.0,-0.75,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,8,4.0,2.0,13.6875,15.375,-1.6875,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,8,3.0,7.0,14.875,15.5,-0.625,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,8,7.0,3.0,12.8125,14.5,-1.6875,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,8,4.0,8.0,14.75,15.5625,-0.8125,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,8,8.0,4.0,12.125,13.625,-1.5,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,8,5.0,10.0,14.375,15.3125,-0.9375,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,8,10.0,5.0,10.9375,11.6875,-0.75,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,8,6.0,12.0,13.8125,14.4375,-0.625,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,8,12.0,6.0,9.75,9.875,-0.125,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,8,4.0,16.0,15.0625,15.125,-0.0625,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,8,16.0,4.0,11.375,12.0,-0.625,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,8,2.0,14.0,14.75,14.4375,0.3125,SECOND,False,"(62, 75)","(75, 88)"
appreciation,avg,8,14.0,2.0,12.375,12.75,-0.375,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,8,1.0,9.0,14.375,14.5625,-0.1875,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,8,9.0,1.0,12.75,14.25,-1.5,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,8,8.0,16.0,12.5625,12.4375,0.125,SECOND,False,"(62, 75)","(75, 88)"
appreciation,avg,8,16.0,8.0,10.8125,10.875,-0.0625,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,11,2.0,4.0,12.3125,13.875,-1.5625,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,11,4.0,2.0,12.4375,14.4375,-2.0,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,11,3.0,7.0,12.6875,14.375,-1.6875,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,11,7.0,3.0,12.4375,14.6875,-2.25,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,11,4.0,8.0,12.75,14.625,-1.875,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,11,8.0,4.0,12.4375,14.6875,-2.25,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,11,5.0,10.0,12.6875,14.6875,-2.0,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,11,10.0,5.0,12.3125,14.6875,-2.375,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,11,6.0,12.0,12.5625,14.8125,-2.25,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,11,12.0,6.0,12.25,14.625,-2.375,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,11,4.0,16.0,12.75,14.9375,-2.1875,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,11,16.0,4.0,12.3125,15.0625,-2.75,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,11,2.0,14.0,12.875,14.625,-1.75,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,11,14.0,2.0,12.4375,15.0625,-2.625,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,11,1.0,9.0,12.8125,14.25,-1.4375,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,11,9.0,1.0,12.5625,15.0625,-2.5,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,11,8.0,16.0,12.4375,14.875,-2.4375,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,11,16.0,8.0,12.1875,14.875,-2.6875,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,11,2.0,4.0,12.6875,14.3125,-1.625,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,11,4.0,2.0,12.75,14.5,-1.75,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,11,3.0,7.0,13.1875,15.0,-1.8125,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,11,7.0,3.0,13.1875,14.9375,-1.75,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,11,4.0,8.0,13.3125,15.375,-2.0625,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,11,8.0,4.0,13.3125,15.125,-1.8125,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,11,5.0,10.0,13.3125,15.5,-2.1875,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,11,10.0,5.0,13.375,15.1875,-1.8125,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,11,6.0,12.0,13.25,15.625,-2.375,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,11,12.0,6.0,13.25,15.1875,-1.9375,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,11,4.0,16.0,13.25,15.5625,-2.3125,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,11,16.0,4.0,12.875,14.9375,-2.0625,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,11,2.0,14.0,13.25,15.125,-1.875,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,11,14.0,2.0,12.875,14.8125,-1.9375,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,11,1.0,9.0,13.1875,14.875,-1.6875,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,11,9.0,1.0,13.25,15.125,-1.875,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,11,8.0,16.0,13.375,15.6875,-2.3125,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,11,16.0,8.0,13.1875,15.1875,-2.0,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,14,2.0,4.0,13.125,14.75,-1.625,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,14,4.0,2.0,13.3125,14.875,-1.5625,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,14,3.0,7.0,12.5625,14.5,-1.9375,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,14,7.0,3.0,13.0,14.75,-1.75,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,14,4.0,8.0,12.3125,14.3125,-2.0,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,14,8.0,4.0,12.875,14.6875,-1.8125,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,14,5.0,10.0,11.9375,13.9375,-2.0,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,14,10.0,5.0,12.5,14.4375,-1.9375,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,14,6.0,12.0,11.6875,13.6875,-2.0,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,14,12.0,6.0,12.125,14.3125,-2.1875,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,14,4.0,16.0,11.4375,13.6875,-2.25,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,14,16.0,4.0,11.9375,14.5625,-2.625,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,14,2.0,14.0,11.3125,13.6875,-2.375,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,14,14.0,2.0,12.3125,14.5625,-2.25,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,14,1.0,9.0,12.0625,14.125,-2.0625,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,14,9.0,1.0,12.9375,14.625,-1.6875,FIRST,False,"(62, 75)","(75, 88)"
appreciation,last,14,8.0,16.0,11.6875,13.8125,-2.125,SECOND,True,"(62, 75)","(75, 88)"
appreciation,last,14,16.0,8.0,11.4375,14.0625,-2.625,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,14,2.0,4.0,13.75,15.0,-1.25,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,14,4.0,2.0,13.8125,15.25,-1.4375,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,14,3.0,7.0,13.8125,15.1875,-1.375,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,14,7.0,3.0,13.9375,15.5625,-1.625,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,14,4.0,8.0,13.875,15.3125,-1.4375,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,14,8.0,4.0,13.9375,15.625,-1.6875,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,14,5.0,10.0,14.0,15.5,-1.5,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,14,10.0,5.0,13.9375,15.75,-1.8125,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,14,6.0,12.0,14.0625,15.6875,-1.625,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,14,12.0,6.0,14.0625,15.875,-1.8125,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,14,4.0,16.0,14.125,15.5625,-1.4375,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,14,16.0,4.0,14.0,15.8125,-1.8125,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,14,2.0,14.0,14.0,15.375,-1.375,SECOND,True,"(62, 75)","(75, 88)"
appreciation,avg,14,14.0,2.0,14.0,15.8125,-1.8125,FIRST,False,"(62, 75)","(75, 88)"
appreciation,avg,14,1.0,9.0,13.625,15.0,-1.375,SECOND,True,"(62, 75)","(75, 88)"
